"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","324,258","33,490","101,453","149,140","40,175","2,159,511","53,334","87,687","637,844","424,541","258,299","463,740","234,066","2,018,490","697,806","401,666","376,339","146,987","405,073","376,887","159,885","763,893","714,403","236,387","588,879","550,861","154,547","","1,886,205","1,798,537","624,538","1,862,091","1,779,487","619,891","66,842","55,693","10,295","7,464","5,694","917","51,206","44,142","29,488","3,856","1,835","270","44,006","28,051","6,895","99,932","84,538","25,403","110,956","77,888","17,474","","(X)","(X)","(X)","(X)","","48,569","32,968","39,439","45,837","58,561","73,926"
"        Margin of Error","","±3,515","±2,814","±4,911","±4,384","±4,283","±3,801","±3,929","±4,809","±10,658","±9,828","±7,294","±8,923","±6,335","±7,254","±11,101","±5,268","±5,464","±6,394","±3,984","±4,422","±5,645","±4,362","±4,607","±6,568","±2,369","±3,105","±4,557","","±3,807","±6,129","±9,754","±2,599","±5,108","±9,453","±2,591","±2,922","±1,773","±1,558","±1,300","±495","±2,483","±2,765","±3,459","±1,247","±807","±277","±3,689","±3,053","±1,733","±5,375","±5,105","±3,077","±2,269","±3,543","±2,192","","(X)","(X)","(X)","(X)","","±620","±2,066","±863","±899","±1,365","±1,640"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.3%","31.3%","46.0%","12.4%","(X)","2.5%","4.1%","29.5%","19.7%","12.0%","21.5%","10.8%","93.5%","32.3%","(X)","93.7%","36.6%","(X)","93.0%","39.5%","(X)","93.5%","30.9%","(X)","93.5%","26.2%","","(X)","95.4%","33.1%","(X)","95.6%","33.3%","(X)","83.3%","15.4%","(X)","76.3%","12.3%","(X)","86.2%","57.6%","(X)","47.6%","7.0%","(X)","63.7%","15.7%","(X)","84.6%","25.4%","(X)","70.2%","15.7%","","23.9%","11.9%","8.1%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.9","±1.4","±1.4","±1.3","(X)","±0.2","±0.2","±0.5","±0.4","±0.3","±0.4","±0.3","±0.3","±0.5","(X)","±0.6","±1.5","(X)","±0.7","±1.4","(X)","±0.4","±0.9","(X)","±0.4","±0.8","","(X)","±0.2","±0.5","(X)","±0.2","±0.5","(X)","±3.1","±2.6","(X)","±9.9","±5.9","(X)","±2.7","±5.3","(X)","±14.9","±7.4","(X)","±5.0","±3.4","(X)","±2.4","±2.7","(X)","±2.9","±1.9","","±1.7","±0.6","±0.6","±0.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","169,286","19,636","60,930","70,257","18,463","1,070,639","27,663","50,264","345,301","206,514","115,519","216,792","108,586","992,712","325,378","207,773","192,973","67,573","206,694","190,621","71,200","387,476","360,070","109,127","268,696","249,048","77,478","","929,470","880,355","288,768","916,625","870,531","286,291","36,225","30,586","5,637","4,317","3,247","527","25,024","21,802","14,603","2,406","894","123","24,736","15,780","4,567","48,461","40,048","11,153","58,444","39,875","9,145","","(X)","(X)","(X)","(X)","","54,659","39,736","46,204","55,043","70,800","85,132"
"        Margin of Error","","±2,421","±2,218","±3,722","±2,920","±2,552","±2,865","±2,746","±3,423","±7,393","±6,658","±4,961","±6,099","±4,654","±5,047","±7,193","±3,381","±3,708","±3,985","±2,447","±2,675","±3,882","±3,159","±3,509","±4,211","±1,575","±2,250","±3,016","","±2,445","±3,962","±6,559","±1,894","±3,303","±6,400","±1,860","±2,133","±1,215","±963","±813","±289","±1,424","±1,475","±1,704","±844","±483","±190","±2,590","±2,262","±1,430","±3,410","±3,155","±1,843","±1,791","±2,877","±1,569","","(X)","(X)","(X)","(X)","","±553","±3,192","±770","±1,081","±2,172","±5,330"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.6%","36.0%","41.5%","10.9%","(X)","2.6%","4.7%","32.3%","19.3%","10.8%","20.2%","10.1%","92.7%","30.4%","(X)","92.9%","32.5%","(X)","92.2%","34.4%","(X)","92.9%","28.2%","(X)","92.7%","28.8%","","(X)","94.7%","31.1%","(X)","95.0%","31.2%","(X)","84.4%","15.6%","(X)","75.2%","12.2%","(X)","87.1%","58.4%","(X)","37.2%","5.1%","(X)","63.8%","18.5%","(X)","82.6%","23.0%","(X)","68.2%","15.6%","","21.8%","9.4%","6.7%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.3","±2.1","±1.8","±1.5","(X)","±0.3","±0.3","±0.7","±0.6","±0.5","±0.6","±0.4","±0.4","±0.7","(X)","±0.9","±1.8","(X)","±1.1","±1.8","(X)","±0.6","±1.1","(X)","±0.7","±1.1","","(X)","±0.3","±0.7","(X)","±0.3","±0.7","(X)","±4.2","±3.4","(X)","±11.2","±6.2","(X)","±3.3","±6.2","(X)","±16.9","±8.2","(X)","±6.7","±4.9","(X)","±3.3","±3.4","(X)","±4.2","±2.5","","±2.5","±0.8","±0.7","±0.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","154,972","13,854","40,523","78,883","21,712","1,088,872","25,671","37,423","292,543","218,027","142,780","246,948","125,480","1,025,778","372,428","193,893","183,366","79,414","198,379","186,266","88,685","376,417","354,333","127,260","320,183","301,813","77,069","","956,735","918,182","335,770","945,466","908,956","333,600","30,617","25,107","4,658","3,147","2,447","390","26,182","22,340","14,885","1,450","941","147","19,270","12,271","2,328","51,471","44,490","14,250","52,512","38,013","8,329","","(X)","(X)","(X)","(X)","","41,081","27,090","28,860","37,609","50,826","67,618"
"        Margin of Error","","±2,357","±2,037","±2,964","±3,489","±2,712","±3,205","±2,330","±2,853","±6,395","±6,178","±5,719","±6,955","±4,346","±4,608","±7,921","±3,270","±3,299","±3,886","±2,729","±3,121","±3,608","±2,678","±2,716","±4,522","±1,499","±2,241","±3,128","","±2,438","±3,618","±6,307","±1,672","±3,105","±6,261","±2,000","±2,087","±1,163","±891","±773","±262","±1,905","±2,116","±2,402","±594","±523","±194","±2,197","±1,762","±866","±3,239","±3,116","±2,223","±2,053","±2,242","±1,457","","(X)","(X)","(X)","(X)","","±536","±2,003","±1,606","±1,138","±1,068","±1,807"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.9%","26.1%","50.9%","14.0%","(X)","2.4%","3.4%","26.9%","20.0%","13.1%","22.7%","11.5%","94.2%","34.2%","(X)","94.6%","41.0%","(X)","93.9%","44.7%","(X)","94.1%","33.8%","(X)","94.3%","24.1%","","(X)","96.0%","35.1%","(X)","96.1%","35.3%","(X)","82.0%","15.2%","(X)","77.8%","12.4%","(X)","85.3%","56.9%","(X)","64.9%","10.1%","(X)","63.7%","12.1%","(X)","86.4%","27.7%","(X)","72.4%","15.9%","","26.4%","14.9%","9.4%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.3","±1.8","±2.2","±1.7","(X)","±0.2","±0.3","±0.6","±0.6","±0.5","±0.6","±0.4","±0.3","±0.7","(X)","±0.8","±2.0","(X)","±0.9","±1.8","(X)","±0.5","±1.2","(X)","±0.5","±1.0","","(X)","±0.3","±0.7","(X)","±0.3","±0.7","(X)","±4.0","±3.6","(X)","±10.8","±7.6","(X)","±3.5","±6.4","(X)","±24.3","±14.7","(X)","±5.4","±4.3","(X)","±2.8","±3.7","(X)","±3.1","±2.7","","±2.5","±0.9","±0.7","±0.5","","(X)","(X)","(X)","(X)","(X)","(X)"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","304,047","35,396","104,924","130,090","33,637","1,944,891","69,198","84,983","491,928","429,452","176,787","426,910","265,633","1,790,710","692,543","377,319","352,967","144,309","382,629","351,312","151,774","678,601","618,735","238,781","506,342","467,696","157,679","","1,547,668","1,467,640","587,502","1,506,295","1,434,339","581,027","98,196","88,072","22,787","16,952","12,523","2,582","58,737","49,164","31,899","N","N","N","74,083","47,623","12,851","146,092","122,525","34,581","193,898","136,376","29,705","","(X)","(X)","(X)","(X)","","47,295","32,838","36,659","42,026","58,583","70,216"
"        Margin of Error","","±3,874","±3,660","±5,414","±4,978","±3,025","±4,295","±4,325","±4,206","±10,399","±9,864","±6,657","±9,464","±7,918","±7,543","±11,640","±5,011","±5,509","±4,952","±4,129","±4,848","±4,787","±4,336","±4,540","±6,155","±2,243","±3,074","±5,012","","±5,173","±6,753","±9,904","±3,299","±5,698","±9,708","±3,249","±3,315","±2,585","±3,240","±1,975","±689","±1,892","±2,246","±2,258","N","N","N","±5,657","±4,592","±2,332","±6,811","±6,279","±3,511","±2,362","±5,087","±3,001","","(X)","(X)","(X)","(X)","","±608","±1,788","±834","±612","±1,296","±2,564"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.6%","34.5%","42.8%","11.1%","(X)","3.6%","4.4%","25.3%","22.1%","9.1%","22.0%","13.7%","92.1%","35.6%","(X)","93.5%","38.2%","(X)","91.8%","39.7%","(X)","91.2%","35.2%","(X)","92.4%","31.1%","","(X)","94.8%","38.0%","(X)","95.2%","38.6%","(X)","89.7%","23.2%","(X)","73.9%","15.2%","(X)","83.7%","54.3%","(X)","N","N","(X)","64.3%","17.3%","(X)","83.9%","23.7%","(X)","70.3%","15.3%","","24.4%","14.2%","9.0%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.2","±1.7","±1.6","±1.0","(X)","±0.2","±0.2","±0.5","±0.5","±0.3","±0.5","±0.4","±0.3","±0.6","(X)","±0.7","±1.2","(X)","±0.9","±1.3","(X)","±0.6","±0.9","(X)","±0.5","±1.0","","(X)","±0.3","±0.6","(X)","±0.3","±0.6","(X)","±1.8","±2.5","(X)","±8.3","±4.8","(X)","±2.9","±3.7","(X)","N","N","(X)","±4.0","±3.1","(X)","±2.0","±2.3","(X)","±2.3","±1.5","","±2.5","±0.9","±0.7","±0.5","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","160,311","19,079","59,589","66,089","15,554","960,177","37,358","44,532","258,951","212,180","79,657","206,612","120,887","878,287","327,499","193,892","179,721","65,513","197,053","179,562","68,755","339,632","306,065","113,446","229,600","212,939","79,785","","758,983","717,112","280,500","738,994","701,645","277,212","50,224","43,931","10,003","9,881","6,931","1,123","27,054","23,016","15,164","N","N","N","38,966","24,245","5,704","73,548","61,531","14,867","98,919","67,758","13,326","","(X)","(X)","(X)","(X)","","54,766","39,766","43,736","52,063","71,346","85,863"
"        Margin of Error","","±2,519","±2,360","±3,798","±3,445","±2,206","±3,468","±3,212","±2,995","±5,892","±6,879","±4,607","±6,489","±5,338","±5,022","±7,037","±3,673","±4,042","±3,043","±2,814","±3,514","±3,040","±3,144","±3,301","±4,565","±1,526","±2,031","±2,908","","±3,362","±4,446","±6,336","±2,276","±4,185","±6,325","±2,430","±2,389","±1,592","±2,263","±1,369","±481","±1,090","±1,456","±1,366","N","N","N","±3,482","±2,857","±1,361","±4,666","±4,364","±2,130","±2,201","±3,571","±1,928","","(X)","(X)","(X)","(X)","","±880","±2,713","±1,130","±1,099","±2,248","±3,073"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.9%","37.2%","41.2%","9.7%","(X)","3.9%","4.6%","27.0%","22.1%","8.3%","21.5%","12.6%","91.5%","34.1%","(X)","92.7%","33.8%","(X)","91.1%","34.9%","(X)","90.1%","33.4%","(X)","92.7%","34.7%","","(X)","94.5%","37.0%","(X)","94.9%","37.5%","(X)","87.5%","19.9%","(X)","70.1%","11.4%","(X)","85.1%","56.1%","(X)","N","N","(X)","62.2%","14.6%","(X)","83.7%","20.2%","(X)","68.5%","13.5%","","23.1%","12.8%","6.6%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.5","±2.2","±2.1","±1.4","(X)","±0.3","±0.3","±0.6","±0.7","±0.5","±0.7","±0.6","±0.5","±0.7","(X)","±1.1","±1.6","(X)","±1.1","±1.6","(X)","±0.8","±1.3","(X)","±0.7","±1.3","","(X)","±0.4","±0.8","(X)","±0.4","±0.9","(X)","±2.6","±3.2","(X)","±11.2","±4.9","(X)","±3.6","±4.8","(X)","N","N","(X)","±4.9","±3.5","(X)","±2.5","±2.9","(X)","±3.0","±1.9","","±2.9","±1.1","±0.8","±0.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","143,736","16,317","45,335","64,001","18,083","984,714","31,840","40,451","232,977","217,272","97,130","220,298","144,746","912,423","365,044","183,427","173,246","78,796","185,576","171,750","83,019","338,969","312,670","125,335","276,742","254,757","77,894","","788,685","750,528","307,002","767,301","732,694","303,815","47,972","44,141","12,784","7,071","5,592","1,459","31,683","26,148","16,735","N","N","N","35,117","23,378","7,147","72,544","60,994","19,714","94,979","68,618","16,379","","(X)","(X)","(X)","(X)","","40,087","25,570","28,895","34,874","49,010","61,952"
"        Margin of Error","","±2,957","±2,785","±3,522","±3,980","±2,229","±3,230","±2,732","±2,808","±7,183","±6,497","±4,751","±5,636","±6,179","±5,126","±7,590","±2,959","±3,411","±3,351","±2,657","±2,810","±3,423","±2,786","±3,130","±3,783","±1,657","±2,162","±3,308","","±3,187","±4,219","±6,415","±2,006","±3,349","±6,193","±2,239","±2,412","±1,808","±1,416","±1,135","±488","±1,390","±1,417","±1,527","N","N","N","±3,094","±2,775","±1,489","±4,321","±4,205","±2,857","±1,939","±3,003","±2,108","","(X)","(X)","(X)","(X)","","±583","±2,049","±1,712","±1,221","±1,669","±1,591"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.4%","31.5%","44.5%","12.6%","(X)","3.2%","4.1%","23.7%","22.1%","9.9%","22.4%","14.7%","92.7%","37.1%","(X)","94.4%","43.0%","(X)","92.5%","44.7%","(X)","92.2%","37.0%","(X)","92.1%","28.1%","","(X)","95.2%","38.9%","(X)","95.5%","39.6%","(X)","92.0%","26.6%","(X)","79.1%","20.6%","(X)","82.5%","52.8%","(X)","N","N","(X)","66.6%","20.4%","(X)","84.1%","27.2%","(X)","72.2%","17.2%","","25.8%","15.6%","11.3%","4.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.9","±2.1","±2.7","±1.6","(X)","±0.3","±0.3","±0.7","±0.7","±0.5","±0.6","±0.6","±0.4","±0.7","(X)","±0.9","±1.6","(X)","±1.1","±1.9","(X)","±0.8","±1.1","(X)","±0.8","±1.2","","(X)","±0.4","±0.8","(X)","±0.3","±0.8","(X)","±2.3","±3.6","(X)","±10.2","±7.5","(X)","±4.0","±4.5","(X)","N","N","(X)","±4.7","±3.8","(X)","±2.5","±3.4","(X)","±2.6","±2.2","","±3.1","±1.3","±0.9","±0.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","415,931","49,978","171,393","145,880","48,680","3,091,499","132,132","207,927","1,002,671","615,118","272,315","508,620","352,716","2,751,440","861,336","587,159","543,582","190,046","569,323","516,328","189,398","1,143,904","1,023,399","304,341","791,113","668,131","177,551","","2,644,841","2,371,509","748,263","2,625,709","2,357,000","743,818","222,299","194,521","43,465","3,860","2,490","600","43,234","36,318","23,967","N","N","N","36,417","26,066","8,981","139,021","119,047","35,656","95,161","72,302","23,566","","(X)","(X)","(X)","(X)","","43,032","27,314","35,301","40,667","55,682","67,351"
"        Margin of Error","","±4,285","±4,689","±6,514","±6,147","±4,539","±4,420","±6,024","±7,535","±15,723","±13,989","±6,936","±11,344","±9,866","±11,336","±14,706","±5,019","±6,238","±7,013","±4,118","±5,537","±5,041","±4,497","±6,459","±7,378","±2,878","±6,072","±5,455","","±4,722","±10,095","±13,053","±4,201","±9,728","±12,913","±4,466","±4,811","±4,279","±804","±701","±327","±2,326","±2,188","±2,254","N","N","N","±3,275","±2,981","±1,582","±6,442","±6,506","±3,235","±2,291","±2,963","±2,802","","(X)","(X)","(X)","(X)","","±581","±1,182","±680","±587","±1,551","±2,115"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.0%","41.2%","35.1%","11.7%","(X)","4.3%","6.7%","32.4%","19.9%","8.8%","16.5%","11.4%","89.0%","27.9%","(X)","92.6%","32.4%","(X)","90.7%","33.3%","(X)","89.5%","26.6%","(X)","84.5%","22.4%","","(X)","89.7%","28.3%","(X)","89.8%","28.3%","(X)","87.5%","19.6%","(X)","64.5%","15.5%","(X)","84.0%","55.4%","(X)","N","N","(X)","71.6%","24.7%","(X)","85.6%","25.6%","(X)","76.0%","24.8%","","33.5%","17.8%","12.1%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.1","±1.5","±1.4","±1.1","(X)","±0.2","±0.2","±0.5","±0.5","±0.2","±0.4","±0.3","±0.3","±0.5","(X)","±0.7","±1.1","(X)","±0.7","±0.9","(X)","±0.4","±0.6","(X)","±0.7","±0.7","","(X)","±0.3","±0.5","(X)","±0.3","±0.5","(X)","±1.3","±1.9","(X)","±11.9","±8.3","(X)","±2.5","±3.9","(X)","N","N","(X)","±4.4","±3.8","(X)","±2.0","±1.9","(X)","±2.6","±3.1","","±1.5","±0.8","±0.7","±0.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","213,835","30,891","95,787","69,831","17,326","1,506,364","69,631","112,836","527,157","293,183","104,909","242,603","156,045","1,323,897","398,648","300,206","274,309","84,775","284,948","253,950","83,236","567,448","498,590","140,685","353,762","297,048","89,952","","1,286,954","1,140,313","345,792","1,275,812","1,131,838","343,210","106,803","91,628","18,952","2,039","1,127","289","19,736","16,988","12,477","N","N","N","18,834","14,157","4,443","70,839","58,541","16,291","50,975","38,802","11,590","","(X)","(X)","(X)","(X)","","51,094","31,553","41,636","49,791","68,927","82,917"
