"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","430,878","43,942","171,208","160,747","54,981","2,909,974","108,461","154,151","750,306","507,664","189,007","663,933","536,452","2,647,362","1,200,385","590,593","554,649","237,103","592,931","543,750","258,249","1,073,565","973,831","440,185","652,885","575,132","264,848","","1,863,963","1,739,618","825,966","1,826,674","1,708,372","812,731","514,664","456,324","133,207","9,316","7,167","1,910","200,004","183,778","131,191","2,005","1,751","739","117,067","81,637","24,934","202,955","177,087","82,438","262,206","199,787","77,451","","(X)","(X)","(X)","(X)","","64,525","36,498","46,450","54,515","88,211","120,363"
"        Margin of Error","","±5,360","±3,566","±7,466","±6,694","±4,380","±6,209","±7,301","±6,740","±12,679","±9,535","±7,005","±11,238","±11,835","±12,266","±14,822","±5,413","±6,106","±7,562","±6,301","±6,429","±5,875","±6,832","±8,382","±8,234","±3,076","±4,775","±6,182","","±5,002","±7,414","±11,258","±3,535","±6,527","±10,908","±5,139","±6,384","±6,588","±1,850","±1,507","±878","±3,162","±3,753","±4,281","±710","±636","±464","±6,141","±5,185","±2,830","±8,347","±8,373","±5,049","±3,385","±6,463","±4,962","","(X)","(X)","(X)","(X)","","±711","±1,255","±1,338","±1,048","±2,101","±2,849"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.2%","39.7%","37.3%","12.8%","(X)","3.7%","5.3%","25.8%","17.4%","6.5%","22.8%","18.4%","91.0%","41.3%","(X)","93.9%","40.1%","(X)","91.7%","43.6%","(X)","90.7%","41.0%","(X)","88.1%","40.6%","","(X)","93.3%","44.3%","(X)","93.5%","44.5%","(X)","88.7%","25.9%","(X)","76.9%","20.5%","(X)","91.9%","65.6%","(X)","87.3%","36.9%","(X)","69.7%","21.3%","(X)","87.3%","40.6%","(X)","76.2%","29.5%","","20.0%","10.3%","7.1%","2.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.8","±1.6","±1.5","±1.0","(X)","±0.3","±0.2","±0.4","±0.3","±0.2","±0.4","±0.4","±0.3","±0.5","(X)","±0.6","±1.2","(X)","±0.6","±0.9","(X)","±0.6","±0.8","(X)","±0.6","±0.9","","(X)","±0.3","±0.6","(X)","±0.3","±0.6","(X)","±0.8","±1.3","(X)","±7.6","±8.4","(X)","±1.3","±1.9","(X)","±11.7","±18.8","(X)","±2.9","±2.3","(X)","±1.5","±1.8","(X)","±2.1","±1.9","","±1.7","±0.7","±0.7","±0.2","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","411,872","35,873","134,155","171,054","70,790","3,068,808","101,415","141,748","681,318","559,948","262,730","746,009","575,640","2,825,645","1,321,649","566,029","542,375","284,714","587,889","550,748","306,233","1,105,733","1,020,549","471,315","809,157","711,973","259,387","","1,928,333","1,822,682","878,972","1,893,136","1,792,300","866,380","575,479","518,694","177,789","8,649","7,248","2,428","233,807","210,502","144,669","2,471","2,259","1,184","108,025","78,265","28,361","212,044","185,995","88,246","250,178","196,304","79,373","","(X)","(X)","(X)","(X)","","47,280","21,407","30,867","38,271","60,677","79,392"
"        Margin of Error","","±5,177","±3,677","±6,635","±6,962","±4,472","±5,768","±6,400","±6,607","±14,122","±12,566","±9,471","±12,487","±10,388","±10,799","±14,972","±5,443","±5,859","±6,949","±4,484","±4,708","±6,073","±5,186","±6,292","±8,199","±2,647","±4,698","±6,201","","±5,485","±7,307","±12,343","±3,557","±6,202","±11,949","±5,348","±6,925","±6,961","±1,528","±1,395","±872","±2,973","±4,189","±4,819","±982","±962","±638","±6,478","±5,843","±3,207","±7,441","±6,591","±4,890","±3,191","±5,131","±4,617","","(X)","(X)","(X)","(X)","","±623","±926","±480","±1,185","±1,243","±2,056"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.7%","32.6%","41.5%","17.2%","(X)","3.3%","4.6%","22.2%","18.2%","8.6%","24.3%","18.8%","92.1%","43.1%","(X)","95.8%","50.3%","(X)","93.7%","52.1%","(X)","92.3%","42.6%","(X)","88.0%","32.1%","","(X)","94.5%","45.6%","(X)","94.7%","45.8%","(X)","90.1%","30.9%","(X)","83.8%","28.1%","(X)","90.0%","61.9%","(X)","91.4%","47.9%","(X)","72.5%","26.3%","(X)","87.7%","41.6%","(X)","78.5%","31.7%","","27.0%","15.8%","10.9%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.9","±1.5","±1.6","±1.1","(X)","±0.2","±0.2","±0.5","±0.4","±0.3","±0.4","±0.3","±0.3","±0.5","(X)","±0.5","±1.2","(X)","±0.7","±1.1","(X)","±0.5","±0.7","(X)","±0.5","±0.8","","(X)","±0.3","±0.6","(X)","±0.2","±0.6","(X)","±0.7","±1.2","(X)","±6.6","±8.3","(X)","±1.2","±1.8","(X)","±7.5","±22.4","(X)","±2.8","±2.5","(X)","±1.4","±1.8","(X)","±1.7","±1.8","","±1.8","±0.8","±0.8","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","671,550","85,472","244,136","235,801","106,141","5,470,209","192,061","236,434","1,176,424","1,161,011","544,596","1,302,707","856,976","5,041,714","2,159,683","1,176,297","1,099,889","507,869","1,115,638","1,022,651","486,138","1,869,132","1,704,326","701,558","1,309,142","1,214,848","464,118","","3,831,713","3,650,370","1,547,697","3,738,215","3,573,047","1,524,116","207,097","183,527","57,122","61,648","50,815","9,918","566,954","513,845","338,081","35,417","30,786","4,776","255,114","163,474","41,207","512,266","448,897","160,882","572,985","412,642","113,154","","(X)","(X)","(X)","(X)","","59,430","36,000","42,288","51,740","76,376","100,613"
"        Margin of Error","","±3,514","±5,920","±8,627","±6,755","±5,916","±3,793","±8,556","±10,023","±17,175","±18,947","±13,035","±17,891","±16,313","±13,393","±23,769","±4,491","±6,083","±9,179","±4,379","±6,545","±10,842","±5,480","±9,561","±13,519","±3,083","±5,659","±9,482","","±9,435","±12,031","±19,496","±6,890","±10,105","±19,006","±5,882","±6,113","±4,705","±4,143","±3,534","±1,566","±5,169","±6,221","±7,285","±2,289","±2,354","±1,192","±10,554","±8,417","±4,108","±14,212","±13,236","±7,771","±2,106","±8,086","±6,157","","(X)","(X)","(X)","(X)","","±775","±984","±749","±658","±1,126","±1,148"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.7%","36.4%","35.1%","15.8%","(X)","3.5%","4.3%","21.5%","21.2%","10.0%","23.8%","15.7%","92.2%","39.5%","(X)","93.5%","43.2%","(X)","91.7%","43.6%","(X)","91.2%","37.5%","(X)","92.8%","35.5%","","(X)","95.3%","40.4%","(X)","95.6%","40.8%","(X)","88.6%","27.6%","(X)","82.4%","16.1%","(X)","90.6%","59.6%","(X)","86.9%","13.5%","(X)","64.1%","16.2%","(X)","87.6%","31.4%","(X)","72.0%","19.7%","","20.3%","12.5%","9.5%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.9","±1.3","±1.0","±0.9","(X)","±0.2","±0.2","±0.3","±0.3","±0.2","±0.3","±0.3","±0.2","±0.4","(X)","±0.4","±0.8","(X)","±0.5","±1.0","(X)","±0.5","±0.7","(X)","±0.4","±0.7","","(X)","±0.2","±0.5","(X)","±0.2","±0.5","(X)","±1.8","±2.2","(X)","±2.3","±2.6","(X)","±0.8","±1.2","(X)","±3.5","±3.2","(X)","±2.3","±1.5","(X)","±1.0","±1.3","(X)","±1.4","±1.1","","±1.3","±0.6","±0.4","±0.2","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","351,705","50,429","138,950","117,715","44,611","2,734,378","98,208","133,305","621,136","570,688","251,134","642,252","417,655","2,502,865","1,059,907","613,095","567,477","240,878","575,442","522,234","234,675","947,138","854,560","348,015","598,703","558,594","236,339","","1,912,446","1,809,252","761,436","1,865,723","1,771,606","750,020","118,467","104,879","31,749","30,516","24,782","3,958","262,328","243,597","164,370","16,800","14,753","3,341","135,209","84,180","20,983","258,612","221,422","74,070","298,954","207,592","54,545","","(X)","(X)","(X)","(X)","","68,109","40,821","50,374","61,596","93,135","123,731"
"        Margin of Error","","±2,451","±4,076","±5,881","±5,608","±3,813","±3,130","±6,452","±7,762","±10,877","±12,602","±8,541","±12,886","±11,003","±9,310","±14,611","±3,344","±4,191","±7,208","±3,330","±5,494","±6,871","±4,069","±6,644","±7,943","±2,203","±3,589","±6,223","","±5,604","±7,877","±11,188","±3,973","±6,882","±11,004","±3,771","±3,961","±3,365","±2,456","±2,232","±829","±3,482","±3,830","±4,472","±1,934","±1,867","±966","±6,410","±5,395","±2,923","±9,143","±8,458","±4,783","±2,136","±5,427","±3,599","","(X)","(X)","(X)","(X)","","±1,072","±1,085","±738","±853","±2,212","±3,155"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.3%","39.5%","33.5%","12.7%","(X)","3.6%","4.9%","22.7%","20.9%","9.2%","23.5%","15.3%","91.5%","38.8%","(X)","92.6%","39.3%","(X)","90.8%","40.8%","(X)","90.2%","36.7%","(X)","93.3%","39.5%","","(X)","94.6%","39.8%","(X)","95.0%","40.2%","(X)","88.5%","26.8%","(X)","81.2%","13.0%","(X)","92.9%","62.7%","(X)","87.8%","19.9%","(X)","62.3%","15.5%","(X)","85.6%","28.6%","(X)","69.4%","18.2%","","17.0%","10.5%","8.0%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.2","±1.6","±1.6","±1.1","(X)","±0.2","±0.3","±0.4","±0.5","±0.3","±0.5","±0.4","±0.3","±0.5","(X)","±0.6","±1.2","(X)","±0.7","±1.2","(X)","±0.6","±0.8","(X)","±0.5","±1.0","","(X)","±0.3","±0.6","(X)","±0.3","±0.6","(X)","±2.6","±2.8","(X)","±3.1","±2.8","(X)","±0.8","±1.5","(X)","±4.9","±5.2","(X)","±2.9","±2.0","(X)","±1.3","±1.6","(X)","±1.8","±1.2","","±1.5","±0.7","±0.6","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","319,845","35,043","105,186","118,086","61,530","2,735,831","93,853","103,129","555,288","590,323","293,462","660,455","439,321","2,538,849","1,099,776","563,202","532,412","266,991","540,196","500,417","251,463","921,994","849,766","353,543","710,439","656,254","227,779","","1,919,267","1,841,118","786,261","1,872,492","1,801,441","774,096","88,630","78,648","25,373","31,132","26,033","5,960","304,626","270,248","173,711","18,617","16,033","1,435","119,905","79,294","20,224","253,654","227,475","86,812","274,031","205,050","58,609","","(X)","(X)","(X)","(X)","","49,352","27,512","35,322","42,451","61,852","83,186"
"        Margin of Error","","±2,317","±3,713","±5,380","±5,214","±4,233","±3,164","±4,478","±5,505","±11,883","±12,799","±8,252","±12,142","±9,458","±8,051","±15,800","±3,058","±4,489","±6,037","±2,858","±4,067","±6,928","±3,352","±5,527","±7,891","±1,988","±3,732","±6,258","","±5,685","±7,202","±13,756","±4,068","±5,998","±13,351","±3,806","±3,891","±2,373","±2,859","±2,511","±1,145","±3,018","±4,017","±4,377","±1,423","±1,498","±598","±5,552","±4,516","±2,113","±8,121","±7,810","±5,159","±1,670","±4,135","±3,908","","(X)","(X)","(X)","(X)","","±1,021","±1,856","±949","±924","±975","±1,782"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.0%","32.9%","36.9%","19.2%","(X)","3.4%","3.8%","20.3%","21.6%","10.7%","24.1%","16.1%","92.8%","40.2%","(X)","94.5%","47.4%","(X)","92.6%","46.6%","(X)","92.2%","38.3%","(X)","92.4%","32.1%","","(X)","95.9%","41.0%","(X)","96.2%","41.3%","(X)","88.7%","28.6%","(X)","83.6%","19.1%","(X)","88.7%","57.0%","(X)","86.1%","7.7%","(X)","66.1%","16.9%","(X)","89.7%","34.2%","(X)","74.8%","21.4%","","24.2%","14.8%","10.9%","4.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.2","±1.7","±1.6","±1.3","(X)","±0.2","±0.2","±0.4","±0.5","±0.3","±0.4","±0.3","±0.3","±0.6","(X)","±0.6","±1.0","(X)","±0.7","±1.4","(X)","±0.5","±0.8","(X)","±0.5","±0.9","","(X)","±0.3","±0.7","(X)","±0.2","±0.7","(X)","±2.5","±2.7","(X)","±3.0","±3.5","(X)","±1.0","±1.4","(X)","±5.2","±3.2","(X)","±2.5","±1.8","(X)","±1.1","±1.6","(X)","±1.5","±1.5","","±1.8","±0.9","±0.6","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"West Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","161,047","17,552","67,403","58,928","17,164","1,262,566","43,318","93,833","484,166","216,917","111,246","188,793","124,293","1,125,415","313,086","207,092","193,828","60,839","216,666","198,663","67,069","462,646","409,404","107,315","376,162","323,520","77,863","","1,156,551","1,032,527","287,457","1,150,941","1,027,701","286,133","41,671","37,927","7,379","2,009","1,552","203","10,208","9,616","6,463","N","N","N","6,786","5,178","953","45,213","38,581","10,597","19,806","16,341","4,402","","(X)","(X)","(X)","(X)","","42,738","26,692","35,052","40,791","52,887","63,974"
"        Margin of Error","","±3,197","±2,183","±4,133","±4,403","±2,209","±3,566","±2,969","±5,092","±9,708","±6,791","±5,070","±7,491","±6,151","±7,452","±9,622","±3,975","±4,350","±3,845","±3,117","±3,616","±4,379","±3,069","±4,360","±5,063","±1,676","±4,307","±3,922","","±3,090","±7,251","±8,914","±2,860","±6,942","±8,907","±2,402","±2,302","±1,237","±753","±652","±195","±1,331","±1,292","±1,149","N","N","N","±1,786","±1,591","±548","±3,443","±3,020","±1,491","±1,485","±1,756","±1,010","","(X)","(X)","(X)","(X)","","±814","±2,487","±1,392","±1,001","±1,886","±3,717"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.9%","41.9%","36.6%","10.7%","(X)","3.4%","7.4%","38.3%","17.2%","8.8%","15.0%","9.8%","89.1%","24.8%","(X)","93.6%","29.4%","(X)","91.7%","31.0%","(X)","88.5%","23.2%","(X)","86.0%","20.7%","","(X)","89.3%","24.9%","(X)","89.3%","24.9%","(X)","91.0%","17.7%","(X)","77.3%","10.1%","(X)","94.2%","63.3%","(X)","N","N","(X)","76.3%","14.0%","(X)","85.3%","23.4%","(X)","82.5%","22.2%","","33.6%","17.5%","12.7%","5.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.3","±2.6","±2.5","±1.4","(X)","±0.2","±0.4","±0.8","±0.5","±0.4","±0.6","±0.5","±0.5","±0.8","(X)","±0.8","±1.8","(X)","±1.0","±1.9","(X)","±0.8","±1.1","(X)","±1.0","±1.0","","(X)","±0.5","±0.8","(X)","±0.5","±0.8","(X)","±2.0","±2.8","(X)","±15.7","±9.9","(X)","±3.4","±7.1","(X)","N","N","(X)","±10.4","±7.9","(X)","±2.9","±3.2","(X)","±5.1","±4.7","","±2.6","±1.0","±1.0","±0.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","81,106","10,135","36,928","26,939","7,104","623,431","23,270","52,894","257,777","99,984","44,524","89,703","55,279","547,267","144,982","110,327","101,423","27,136","108,841","97,451","30,032","232,731","202,665","49,802","171,532","145,728","38,012","","568,613","499,047","132,054","565,027","495,920","131,314","24,967","22,920","3,808","874","711","117","4,620","4,408","3,393","N","N","N","3,651","2,461","435","20,672","17,686","5,141","10,451","8,351","2,219","","(X)","(X)","(X)","(X)","","50,775","31,728","42,328","51,797","61,978","81,142"
"        Margin of Error","","±2,004","±1,547","±2,879","±3,013","±1,511","±2,657","±2,348","±3,653","±6,242","±4,767","±2,927","±5,517","±3,451","±4,985","±6,160","±2,853","±3,213","±2,704","±2,201","±2,693","±2,443","±2,112","±2,759","±3,345","±1,014","±2,813","±2,491","","±2,026","±4,931","±5,851","±1,988","±4,711","±5,866","±1,984","±1,903","±797","±315","±284","±112","±939","±921","±833","N","N","N","±1,098","±950","±350","±2,240","±2,047","±1,117","±993","±1,166","±721","","(X)","(X)","(X)","(X)","","±1,074","±3,365","±1,936","±2,084","±3,623","±6,253"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.5%","45.5%","33.2%","8.8%","(X)","3.7%","8.5%","41.3%","16.0%","7.1%","14.4%","8.9%","87.8%","23.3%","(X)","91.9%","24.6%","(X)","89.5%","27.6%","(X)","87.1%","21.4%","(X)","85.0%","22.2%","","(X)","87.8%","23.2%","(X)","87.8%","23.2%","(X)","91.8%","15.3%","(X)","81.4%","13.4%","(X)","95.4%","73.4%","(X)","N","N","(X)","67.4%","11.9%","(X)","85.6%","24.9%","(X)","79.9%","21.2%","","31.9%","14.4%","11.1%","5.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.8","±3.4","±3.6","±1.9","(X)","±0.4","±0.6","±1.0","±0.8","±0.5","±0.9","±0.6","±0.7","±1.0","(X)","±1.3","±2.3","(X)","±1.6","±2.2","(X)","±1.0","±1.4","(X)","±1.5","±1.5","","(X)","±0.8","±1.0","(X)","±0.8","±1.0","(X)","±2.2","±3.3","(X)","±14.4","±12.1","(X)","±3.5","±9.5","(X)","N","N","(X)","±15.0","±9.6","(X)","±3.7","±4.8","(X)","±6.8","±6.8","","±3.5","±1.1","±1.4","±1.1","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","79,941","7,417","30,475","31,989","10,060","639,135","20,048","40,939","226,389","116,933","66,722","99,090","69,014","578,148","168,104","96,765","92,405","33,703","107,825","101,212","37,037","229,915","206,739","57,513","204,630","177,792","39,851","","587,938","533,480","155,403","585,914","531,781","154,819","16,704","15,007","3,571","1,135","841","86","5,588","5,208","3,070","N","N","N","3,135","2,717","518","24,541","20,895","5,456","9,355","7,990","2,183","","(X)","(X)","(X)","(X)","","36,638","22,346","26,556","33,565","46,408","56,531"
